onset	duration	category
8.424493789684	1	1.0
19.632157802571996	1	1.0
25.233647823328003	1	1.0
33.6212928296	1	1.0
42.026402950279994	1	1.0
50.42997884764	1	1.0
58.81773591036	1	1.0
64.42085099212	1	0.0
75.62734079347999	1	0.0
84.03220891939999	1	0.0
92.41965079312	1	0.0
100.82366394996001	1	0.0
109.22821879396	1	0.0
117.6336688996	1	1.0
128.82281684888	1	1.0
137.22709393512	1	1.0
148.43206596372	1	0.0
159.62203979484	1	0.0
168.0269417764	1	0.0
173.62986087803998	1	0.0
184.81940293319997	1	0.0
190.42243289943997	1	0.0
196.02564382548	1	0.0
204.42959690104	1	1.0
215.6193909646	1	1.0
221.22248291975998	1	0.0
229.6263318062	1	1.0
240.81611776347995	1	1.0
249.22019481659999	1	1.0
260.42689681063996	1	1.0
271.61600399024	1	0.0
280.02058577639997	1	0.0
291.22691583719995	1	0.0
296.83081579199995	1	1.0
305.2182288176	1	1.0
316.4230978496	1	0.0
327.6294918064	1	1.0
336.01728391560005	1	1.0
341.6204149736	1	1.0
347.22305798599996	1	0.0
358.430024862	1	0.0
369.61882996639997	1	0.0
375.22279095560003	1	1.0
386.4278569228	1	1.0
392.013500928	1	0.0
403.22022581119995	1	0.0
411.6243228916	1	0.0
417.22723794079997	1	0.0
425.61634993639996	1	0.0
431.219142914	1	0.0
436.82197880719997	1	1.0
445.22583699160003	1	1.0
453.6136918068	1	1.0
462.0186557756	1	1.0
473.22450089319995	1	0.0
481.61334991559994	1	0.0
487.2149667727999	1	0.0
495.6222407807999	1	0.0
506.82575392679996	1	0.0
515.2131688592	1	1.0
523.6184339512	1	1.0
532.0227398864	1	1.0
537.6268038736	1	1.0
543.2120389948	1	1.0
551.6170349116	1	0.0
557.2196657663999	1	1.0
562.8222129348	1	1.0
568.4257578859999	1	1.0
579.6147129527999	1	0.0
590.8215119828	1	0.0
599.2260768424	1	0.0
610.4165649427999	1	0.0
616.0195038312	1	1.0
624.4226517676	1	0.0
632.8256387712	1	1.0
641.2150239936	1	1.0
652.4214627755999	1	1.0
660.829586984	1	0.0
672.0143709188	1	0.0
677.6173369896	1	0.0
686.0222399239999	1	1.0
691.6253039836	1	0.0
700.0131068224	1	1.0
705.6159348476	1	1.0
