onset	duration	direction
8.429113149632	1	180.0
19.618606090552	1	180.0
28.023385047839998	1	90.0
36.42934799196	1	90.0
42.030785083839994	1	330.0
50.418572187479995	1	210.0
58.82392716395999	1	210.0
67.22753715524	1	30.0
75.63335704791999	1	240.0
84.02099204071999	1	240.0
89.62376904488	1	120.0
95.22642517079998	1	60.0
100.82982802396	1	150.0
109.23563718788	1	0.0
117.62357902539999	1	0.0
128.83267903324	1	270.0
137.23370218264	1	300.0
142.81993508328	1	300.0
148.42262601852	1	270.0
156.82932901383998	1	150.0
168.03378915792	1	150.0
176.42219614992	1	60.0
184.8266301154	1	60.0
196.03467297568	1	120.0
204.42098498331995	1	330.0
210.02354311931998	1	330.0
221.23016309743997	1	330.0
229.63698315628	1	0.0
235.22101116192002	1	240.0
246.42736911771996	1	240.0
257.63352799408	1	300.0
268.8233311176	1	180.0
274.42848610884	1	180.0
282.8302311883999	1	30.0
288.4334871768	1	210.0
299.62445115959997	1	210.0
310.82980704439996	1	90.0
319.23433899839995	1	90.0
324.82299709439997	1	180.0
336.02652502160004	1	180.0
341.63024997639997	1	90.0
352.81894207	1	90.0
361.22434615960003	1	30.0
369.62890505799993	1	30.0
375.2314090728	1	300.0
383.62046909199995	1	150.0
389.2231121072	1	330.0
400.42936301199995	1	330.0
406.03274297599995	1	0.0
414.42205	1	0.0
420.02303910279994	1	120.0
425.6267111292	1	120.0
434.03059411039993	1	60.0
442.43486118439995	1	60.0
450.8231971264	1	60.0
462.0312721723999	1	210.0
467.6325910087999	1	210.0
476.0205709924	1	270.0
481.6237900263999	1	270.0
492.83036017320006	1	270.0
504.03515910999994	1	240.0
512.4240880023999	1	300.0
520.8288261904	1	300.0
532.0354971876	1	300.0
540.4234969616	1	180.0
548.8275849812	1	270.0
557.2326099872	1	270.0
562.8353559976	1	240.0
568.4239611623999	1	240.0
576.8272001743999	1	90.0
588.0349609847999	1	30.0
599.2223460664	1	30.0
610.4314510812	1	30.0
618.8351371299999	1	210.0
624.43744111	1	120.0
632.8245511056	1	120.0
644.0324850092001	1	120.0
655.2201380732	1	330.0
663.6245479584	1	150.0
672.0298161499999	1	150.0
677.6324000347998	1	150.0
688.8213970652	1	0.0
700.0285441884	1	0.0
708.4331040387999	1	60.0
