onset	duration	direction
8.426898002627999	1	150.0
19.634487867343996	1	150.0
30.822802781959997	1	210.0
39.22715592376	1	210.0
47.6322319508	1	210.0
58.82126688955999	1	30.0
67.22653579712	1	90.0
72.82893180835998	1	0.0
81.23398280143999	1	330.0
86.82061100019999	1	330.0
98.02707695955999	1	270.0
103.62941598884	1	270.0
112.0352709294	1	300.0
120.42180085180001	1	300.0
126.06732177731998	1	60.0
137.23109197616	1	120.0
148.42064595231997	1	120.0
156.82545399667998	1	180.0
168.03203797352	1	180.0
173.63395190231998	1	240.0
179.22084188456	1	240.0
187.62604093548	1	150.0
196.03054499616002	1	0.0
201.63362479204	1	0.0
210.02119493488001	1	330.0
221.22743487347998	1	30.0
229.63200879107998	1	210.0
238.02159595479998	1	210.0
249.2266459466	1	270.0
260.43284296987997	1	270.0
268.82043695443997	1	120.0
277.22544693956	1	90.0
288.4312698848	1	90.0
296.8188719748	1	300.0
302.4222478872	1	300.0
313.628769874	1	180.0
322.0333359236	1	60.0
327.6196739676	1	60.0
336.0239398488	1	240.0
347.230554818	1	240.0
358.4194359788	1	30.0
366.8262579436	1	30.0
372.42863798279996	1	30.0
383.6360919468	1	330.0
392.02144694439994	1	330.0
400.4268329152	1	210.0
406.02970385599997	1	0.0
411.63267684000004	1	0.0
422.8218169224	1	60.0
431.2264289844	1	300.0
439.63149380639993	1	150.0
445.23378992119996	1	90.0
456.4243137832	1	90.0
464.82817482919995	1	90.0
470.43126487839993	1	120.0
476.0339729796	1	120.0
481.62121081479995	1	120.0
490.02587580799997	1	180.0
495.6289289	1	180.0
504.033435822	1	240.0
512.421379806	1	240.0
518.0243728156	1	270.0
526.4286739823999	1	270.0
537.6184048647999	1	330.0
543.2222969544	1	330.0
551.6264269348	1	180.0
562.8321599963999	1	180.0
571.2205109603999	1	150.0
579.6261909003999	1	150.0
585.2280118467999	1	150.0
593.6326258183999	1	120.0
604.823319912	1	270.0
610.4253449447999	1	30.0
616.0281438836	1	30.0
627.2179818156	1	300.0
638.424299002	1	300.0
646.8286678784	1	240.0
655.2323379503999	1	90.0
663.6213989244	1	210.0
669.2239468096	1	0.0
677.6289877896	1	0.0
688.8185329423999	1	60.0
697.2230539316	1	60.0
702.8280398832001	1	60.0
