onset	duration	trial_type	direction
9.3201248645848	1	cue	270.0
20.255007028569597	1	cue	270.0
26.0914289951224	1	cue	30.0
31.811699867320797	1	cue	120.0
42.8342559337756	1	cue	0.0
51.0888428687784	1	cue	60.0
59.309822082484395	1	cue	90.0
64.99643588053	1	cue	240.0
76.21952986705959	1	cue	150.0
87.396872043572	1	cue	210.0
93.22838497175279	1	cue	330.0
101.51630306236159	1	cue	300.0
109.71044492733361	1	cue	300.0
121.02726793281879	1	cue	180.0
132.11663508415117	1	cue	60.0
143.5398819447684	1	cue	180.0
149.0471069811836	1	cue	30.0
157.380594968912	1	cue	120.0
166.3021900652588	1	cue	330.0
171.4433279037248	1	cue	240.0
177.05798697477238	1	cue	0.0
185.57984399805758	1	cue	270.0
191.11583495154082	1	cue	210.0
199.55371499069156	1	cue	90.0
205.27354097378517	1	cue	300.0
213.89522695536238	1	cue	150.0
219.1026780606076	1	cue	240.0
227.73598098768719	1	cue	330.0
235.69472289094477	1	cue	30.0
244.39503002170477	1	cue	30.0
255.8456299306264	1	cue	0.0
264.0609819890224	1	cue	0.0
274.97855091083716	1	cue	270.0
283.63346409864755	1	cue	90.0
292.0091450210256	1	cue	90.0
300.40925693377477	1	cue	150.0
308.6975018986964	1	cue	60.0
319.9247500898175	1	cue	120.0
328.2808079708724	1	cue	300.0
333.8611519323724	1	cue	210.0
339.2974340917728	1	cue	180.0
348.06898689402556	1	cue	330.0
359.02503991035366	1	cue	330.0
367.5461990836972	1	cue	90.0
375.72368907834596	1	cue	120.0
384.3772380355012	1	cue	180.0
392.7600779524996	1	cue	30.0
401.54847693378036	1	cue	0.0
406.6344439985912	1	cue	240.0
412.0752949720036	1	cue	240.0
420.72561288012366	1	cue	300.0
426.4453508843612	1	cue	60.0
431.78165507385995	1	cue	60.0
437.55173397155636	1	cue	270.0
445.8896319871335	1	cue	150.0
454.2943160547792	1	cue	150.0
462.5820119367636	1	cue	210.0
473.83852696425276	1	cue	180.0
479.4800469862591	1	cue	300.0
487.93434786929276	1	cue	60.0
496.5672750463544	1	cue	270.0
504.9104049191887	1	cue	150.0
510.2581748951625	1	cue	330.0
515.7829458708304	1	cue	90.0
526.8842558870995	1	cue	120.0
532.6039578912863	1	cue	120.0
543.9100558771739	1	cue	30.0
554.9163630002691	1	cue	240.0
566.2115399835635	1	cue	0.0
571.9421699050303	1	cue	210.0
580.2134640219932	1	cue	210.0
591.3244190224616	1	cue	90.0
602.7926070681928	1	cue	300.0
613.9987690450656	1	cue	330.0
625.0548238759216	1	cue	270.0
636.3278579721195	1	cue	30.0
641.7478280058804	1	cue	0.0
653.1870279311777	1	cue	240.0
661.62999105413	1	cue	60.0
669.9294490802172	1	cue	210.0
678.3674960143368	1	cue	150.0
689.6455039972232	1	cue	120.0
695.4770970349804	1	cue	180.0
703.9149348728337	1	cue	180.0
16.814869880675996	1	feedback	270.0
22.417713880548	1	feedback	270.0
28.02146697056	1	feedback	30.0
39.22573304188	1	feedback	120.0
47.61459493643999	1	feedback	0.0
56.02078104028	1	feedback	60.0
61.62403106692	1	feedback	90.0
72.81214189535999	1	feedback	240.0
84.01832103728	1	feedback	150.0
89.62110400208	1	feedback	210.0
98.02589201915998	1	feedback	330.0
106.4139509202	1	feedback	300.0
117.6203830242	1	feedback	300.0
128.86994194983998	1	feedback	180.0
140.01550006864	1	feedback	60.0
145.62092208859997	1	feedback	180.0
154.02504587176	1	feedback	30.0
162.42736387248	1	feedback	120.0
168.01495409019998	1	feedback	330.0
173.61732792851998	1	feedback	240.0
182.02218508711996	1	feedback	0.0
187.62562894823998	1	feedback	270.0
196.01306796063997	1	feedback	210.0
201.61615800843998	1	feedback	90.0
210.02098798743998	1	feedback	300.0
215.62552499768	1	feedback	150.0
224.01237988472	1	feedback	240.0
232.41641306884	1	feedback	330.0
240.82167506208	1	feedback	30.0
252.02796387663997	1	feedback	30.0
260.41518807415997	1	feedback	0.0
271.62165904048	1	feedback	0.0
280.02613806719995	1	feedback	270.0
288.4140388976	1	feedback	90.0
296.819061042	1	feedback	90.0
305.2234869012	1	feedback	150.0
316.4129230976	1	feedback	60.0
324.81794094960003	1	feedback	120.0
330.420749904	1	feedback	300.0
336.02417492839993	1	feedback	210.0
344.427529096	1	feedback	180.0
355.619024992	1	feedback	330.0
364.0229508888	1	feedback	330.0
372.426372052	1	feedback	90.0
